palabra,sentimiento,word
sabotaje,sorpresa,sabotage
sacrificios,asco,sacrifices
sacrificios,miedo,sacrifices
sacrificios,negativo,sacrifices
sacrificios,tristeza,sacrifices
tristemente,negativo,sadly
tristemente,tristeza,sadly
tristeza,negativo,sadness
tristeza,tristeza,sadness
tristeza,confianza,sadness
seguro,alegría,safe
seguro,positivo,safe
seguro,confianza,safe
salvaguardia,positivo,safeguard
salvaguardia,confianza,safeguard
custodia,confianza,safekeeping
hundimiento,miedo,sag
hundimiento,negativo,sag
sabio,positivo,sage
sabio,confianza,sage
Smo,anticipación,saint
Smo,alegría,saint
Smo,positivo,saint
Smo,sorpresa,saint
Smo,confianza,saint
santo,anticipación,saintly
santo,alegría,saintly
santo,positivo,saintly
santo,sorpresa,saintly
santo,confianza,saintly
salario,anticipación,salary
salario,alegría,salary
salario,positivo,salary
salario,confianza,salary
saliente,positivo,salient
saliva,anticipación,saliva
salida,sorpresa,sally
salón,enfado,saloon
saludable,alegría,salutary
saludable,positivo,salutary
saludable,confianza,salutary
saludo,alegría,salute
saludo,positivo,salute
salvación,anticipación,salvation
salvación,alegría,salvation
salvación,positivo,salvation
salvación,confianza,salvation
ungüento,positivo,salve
samurai,miedo,samurai
samurai,positivo,samurai
santificación,alegría,sanctification
santificación,positivo,sanctification
santificación,confianza,sanctification
santificar,anticipación,sanctify
santificar,alegría,sanctify
santificar,positivo,sanctify
santificar,tristeza,sanctify
santificar,sorpresa,sanctify
santificar,confianza,sanctify
santuario,anticipación,sanctuary
santuario,alegría,sanctuary
santuario,positivo,sanctuary
santuario,confianza,sanctuary
optimista,positivo,sanguine
sanitario,positivo,sanitary
savia,negativo,sap
savia,tristeza,sap
lleno de savia,confianza,sappy
sarcasmo,enfado,sarcasm
sarcasmo,asco,sarcasm
sarcasmo,negativo,sarcasm
sarcasmo,tristeza,sarcasm
sarcoma,miedo,sarcoma
sarcoma,negativo,sarcoma
sarcoma,tristeza,sarcoma
sardónico,negativo,sardonic
satánico,enfado,satanic
satánico,negativo,satanic
satín,positivo,satin
satisfactoriamente,positivo,satisfactorily
satisfecho,alegría,satisfied
satisfecho,positivo,satisfied
saturado,asco,saturated
saturado,negativo,saturated
salvaje,enfado,savage
salvaje,miedo,savage
salvaje,negativo,savage
salvajismo,enfado,savagery
salvajismo,miedo,savagery
salvajismo,negativo,savagery
salvar,alegría,save
salvar,positivo,save
salvar,confianza,save
ahorros,positivo,savings
saborear,anticipación,savor
saborear,asco,savor
saborear,alegría,savor
saborear,positivo,savor
saborear,tristeza,savor
saborear,confianza,savor
sabroso,positivo,savory
comprensión,positivo,savvy
costra,negativo,scab
andamio,miedo,scaffold
andamio,negativo,scaffold
bisturí,miedo,scalpel
bisturí,negativo,scalpel
escamoso,negativo,scaly
escándalo,miedo,scandal
escándalo,negativo,scandal
escandaloso,enfado,scandalous
escandaloso,negativo,scandalous
escaso,negativo,scanty
chivo expiatorio,enfado,scapegoat
chivo expiatorio,miedo,scapegoat
chivo expiatorio,negativo,scapegoat
cicatriz,enfado,scar
cicatriz,asco,scar
cicatriz,miedo,scar
cicatriz,negativo,scar
cicatriz,tristeza,scar
escaso,miedo,scarce
escaso,negativo,scarce
escaso,tristeza,scarce
escasamente,negativo,scarcely
escasamente,tristeza,scarcely
escasez,enfado,scarcity
escasez,miedo,scarcity
escasez,negativo,scarcity
escasez,tristeza,scarcity
susto,enfado,scare
susto,anticipación,scare
susto,miedo,scare
susto,negativo,scare
susto,sorpresa,scare
espantapájaros,miedo,scarecrow
espantapájaros,negativo,scarecrow
espantapájaros,positivo,scarecrow
basurero,negativo,scavenger
escéptico,confianza,sceptical
esquema,negativo,scheme
cisma,enfado,schism
cisma,negativo,schism
esquizofrenia,enfado,schizophrenia
esquizofrenia,asco,schizophrenia
esquizofrenia,miedo,schizophrenia
esquizofrenia,negativo,schizophrenia
esquizofrenia,tristeza,schizophrenia
erudito,positivo,scholar
beca,alegría,scholarship
beca,positivo,scholarship
colegio,confianza,school
ciática,negativo,sciatica
científico,positivo,scientific
científico,confianza,scientific
científico,anticipación,scientist
científico,positivo,scientist
científico,confianza,scientist
chispa,positivo,scintilla
burla,enfado,scoff
burla,asco,scoff
burla,negativo,scoff
regaño,enfado,scold
regaño,asco,scold
regaño,miedo,scold
regaño,negativo,scold
regaño,tristeza,scold
regaño,enfado,scolding
regaño,negativo,scolding
abrasador,enfado,scorching
abrasador,negativo,scorching
Puntuación,anticipación,score
Puntuación,alegría,score
Puntuación,positivo,score
Puntuación,sorpresa,score
desdén,enfado,scorn
desdén,negativo,scorn
escorpión,enfado,scorpion
escorpión,asco,scorpion
escorpión,miedo,scorpion
escorpión,negativo,scorpion
escorpión,sorpresa,scorpion
escocés,negativo,scotch
sinvergüenza,enfado,scoundrel
sinvergüenza,asco,scoundrel
sinvergüenza,miedo,scoundrel
sinvergüenza,negativo,scoundrel
sinvergüenza,confianza,scoundrel
azotar,enfado,scourge
azotar,miedo,scourge
azotar,negativo,scourge
azotar,tristeza,scourge
pelea,negativo,scrambling
scrapie,enfado,scrapie
scrapie,miedo,scrapie
scrapie,negativo,scrapie
scrapie,tristeza,scrapie
gritar,enfado,scream
gritar,asco,scream
gritar,miedo,scream
gritar,negativo,scream
gritar,sorpresa,scream
gritando,enfado,screaming
gritando,asco,screaming
gritando,miedo,screaming
gritando,negativo,screaming
chillido,miedo,screech
chillido,negativo,screech
chillido,sorpresa,screech
atornillado,enfado,screwed
atornillado,negativo,screwed
escriba,positivo,scribe
pelea,negativo,scrimmage
pelea,sorpresa,scrimmage
guión,positivo,script
Sagrada Escritura,confianza,scripture
fregar,asco,scrub
fregar,negativo,scrub
de chuparse los dedos,positivo,scrumptious
escudriñar,anticipación,scrutinize
escudriñar,negativo,scrutinize
escrutinio,negativo,scrutiny
escultura,positivo,sculpture
escoria,asco,scum
escoria,negativo,scum
mar,positivo,sea
sello,positivo,seal
sello,confianza,seal
focas,confianza,seals
marchito,negativo,sear
sazonado,positivo,seasoned
secesión,negativo,secession
aislado,negativo,secluded
aislado,tristeza,secluded
reclusión,miedo,seclusion
reclusión,negativo,seclusion
reclusión,positivo,seclusion
segunda mano,negativo,secondhand
secreto,sorpresa,secrecy
secreto,confianza,secrecy
secreto,confianza,secret
secretaría,positivo,secretariat
secretar,asco,secrete
secreción,asco,secretion
secreción,negativo,secretion
reservado,negativo,secretive
sectario,enfado,sectarian
sectario,miedo,sectarian
sectario,negativo,sectarian
secular,anticipación,secular
valores,confianza,securities
sedición,enfado,sedition
sedición,negativo,sedition
sedición,tristeza,sedition
seducir,negativo,seduce
seducción,negativo,seduction
seductor,anticipación,seductive
buscar,anticipación,seek
segregar,enfado,segregate
segregar,asco,segregate
segregar,negativo,segregate
segregar,tristeza,segregate
aislado,negativo,segregated
aprovechar,miedo,seize
aprovechar,negativo,seize
incautación,miedo,seizure
egoísta,enfado,selfish
egoísta,asco,selfish
egoísta,negativo,selfish
egoísmo,negativo,selfishness
senado,confianza,senate
senil,miedo,senile
senil,negativo,senile
senil,tristeza,senile
antigüedad,positivo,seniority
antigüedad,confianza,seniority
sensacional,alegría,sensational
sensacional,positivo,sensational
sentido,positivo,sense
sin sentido,enfado,senseless
sin sentido,asco,senseless
sin sentido,miedo,senseless
sin sentido,negativo,senseless
sin sentido,tristeza,senseless
sin sentido,sorpresa,senseless
sensibilidad,positivo,sensibility
sesudamente,positivo,sensibly
sensual,anticipación,sensual
sensual,alegría,sensual
sensual,negativo,sensual
sensual,positivo,sensual
sensual,sorpresa,sensual
sensual,confianza,sensual
sensualidad,anticipación,sensuality
sensualidad,alegría,sensuality
sensualidad,positivo,sensuality
sensual,alegría,sensuous
sensual,positivo,sensuous
frase,enfado,sentence
frase,anticipación,sentence
frase,asco,sentence
frase,miedo,sentence
frase,negativo,sentence
frase,tristeza,sentence
sentimental,positivo,sentimental
sentimentalismo,positivo,sentimentality
centinela,positivo,sentinel
centinela,confianza,sentinel
centinela,confianza,sentry
separatista,enfado,separatist
separatista,asco,separatist
separatista,negativo,separatist
septicemia,miedo,sepsis
septicemia,negativo,sepsis
septicemia,tristeza,sepsis
séptico,asco,septic
séptico,negativo,septic
continuación,anticipación,sequel
secuestro,negativo,sequestration
secuestro,tristeza,sequestration
sereno,negativo,serene
sereno,confianza,serene
serenidad,anticipación,serenity
serenidad,alegría,serenity
serenidad,positivo,serenity
serenidad,confianza,serenity
de serie,anticipación,serial
serie,confianza,series
gravedad,miedo,seriousness
gravedad,tristeza,seriousness
sermón,positivo,sermon
sermón,confianza,sermon
serpiente,asco,serpent
serpiente,miedo,serpent
serpiente,negativo,serpent
suero,positivo,serum
servidor,negativo,servant
servidor,confianza,servant
servir,negativo,serve
servir,confianza,serve
servil,asco,servile
servil,miedo,servile
servil,negativo,servile
servil,tristeza,servile
servidumbre,negativo,servitude
retrasar,negativo,setback
retrasar,tristeza,setback
colono,miedo,settlor
colono,positivo,settlor
cortar,negativo,sever
ruptura,tristeza,severance
aguas residuales,asco,sewage
aguas residuales,negativo,sewage
alcantarilla,asco,sewer
alcantarillado,asco,sewerage
alcantarillado,negativo,sewerage
sexo,anticipación,sex
sexo,alegría,sex
sexo,positivo,sex
sexo,confianza,sex
en mal estado,asco,shabby
en mal estado,negativo,shabby
choza,asco,shack
choza,negativo,shack
choza,tristeza,shack
encadenar,enfado,shackle
encadenar,anticipación,shackle
encadenar,asco,shackle
encadenar,miedo,shackle
encadenar,negativo,shackle
encadenar,tristeza,shackle
sombreado,miedo,shady
sombreado,negativo,shady
sacudida,miedo,shaking
sacudida,negativo,shaking
tembloroso,enfado,shaky
tembloroso,anticipación,shaky
tembloroso,miedo,shaky
tembloroso,negativo,shaky
impostor,enfado,sham
impostor,asco,sham
impostor,negativo,sham
ruinas,negativo,shambles
vergüenza,asco,shame
vergüenza,miedo,shame
vergüenza,negativo,shame
vergüenza,tristeza,shame
vergonzoso,negativo,shameful
vergonzoso,tristeza,shameful
desvergonzado,asco,shameless
desvergonzado,negativo,shameless
llevar a la fuerza,asco,shanghai
llevar a la fuerza,miedo,shanghai
llevar a la fuerza,negativo,shanghai
caña,miedo,shank
forma,positivo,shape
bien proporcionado,positivo,shapely
compartir,anticipación,share
compartir,alegría,share
compartir,positivo,share
compartir,confianza,share
tiburón,negativo,shark
afilar,enfado,sharpen
afilar,anticipación,sharpen
romper,enfado,shatter
romper,miedo,shatter
romper,negativo,shatter
romper,tristeza,shatter
romper,sorpresa,shatter
destrozada,negativo,shattered
destrozada,tristeza,shattered
cobertizo,negativo,shed
cáscara,enfado,shell
cáscara,miedo,shell
cáscara,negativo,shell
cáscara,tristeza,shell
cáscara,sorpresa,shell
abrigo,positivo,shelter
abrigo,confianza,shelter
archivado,negativo,shelved
pastor,positivo,shepherd
pastor,confianza,shepherd
alguacil,confianza,sheriff
brillar,positivo,shine
brillante,anticipación,shining
brillante,alegría,shining
brillante,positivo,shining
enviar,anticipación,ship
naufragio,miedo,shipwreck
naufragio,negativo,shipwreck
naufragio,tristeza,shipwreck
Mierda,enfado,shit
Mierda,asco,shit
Mierda,negativo,shit
temblar,enfado,shiver
temblar,anticipación,shiver
temblar,miedo,shiver
temblar,negativo,shiver
temblar,tristeza,shiver
choque,enfado,shock
choque,miedo,shock
choque,negativo,shock
choque,sorpresa,shock
espantosamente,sorpresa,shockingly
pacotilla,enfado,shoddy
pacotilla,asco,shoddy
pacotilla,negativo,shoddy
disparar,enfado,shoot
disparar,miedo,shoot
disparar,negativo,shoot
tirador,miedo,shooter
disparo,enfado,shooting
disparo,miedo,shooting
disparo,negativo,shooting
tendero,confianza,shopkeeper
hurto,enfado,shoplifting
hurto,asco,shoplifting
hurto,negativo,shoplifting
compras,anticipación,shopping
compras,alegría,shopping
compras,positivo,shopping
compras,sorpresa,shopping
compras,confianza,shopping
escasez,enfado,shortage
escasez,miedo,shortage
escasez,negativo,shortage
escasez,tristeza,shortage
defecto,negativo,shortcoming
dentro de poco,anticipación,shortly
Disparo,enfado,shot
Disparo,miedo,shot
Disparo,negativo,shot
Disparo,tristeza,shot
Disparo,sorpresa,shot
hombro,positivo,shoulder
hombro,confianza,shoulder
gritar,enfado,shout
gritar,sorpresa,shout
empujón,enfado,shove
empujón,negativo,shove
espectáculo,confianza,show
llamativo,negativo,showy
metralla,miedo,shrapnel
perspicaz,positivo,shrewd
grito,enfado,shriek
grito,miedo,shriek
grito,negativo,shriek
grito,tristeza,shriek
grito,sorpresa,shriek
estridente,enfado,shrill
estridente,miedo,shrill
estridente,negativo,shrill
estridente,sorpresa,shrill
encogimiento,miedo,shrink
encogimiento,negativo,shrink
encogimiento,tristeza,shrink
sudario,tristeza,shroud
encogido,negativo,shrunk
estremecimiento,miedo,shudder
estremecimiento,negativo,shudder
rehuir,enfado,shun
rehuir,asco,shun
rehuir,negativo,shun
rehuir,tristeza,shun
hermano,confianza,sib
enfermos,asco,sick
enfermos,negativo,sick
enfermos,tristeza,sick
nauseabundo,enfado,sickening
nauseabundo,asco,sickening
nauseabundo,miedo,sickening
nauseabundo,negativo,sickening
nauseabundo,tristeza,sickening
enfermizo,asco,sickly
enfermizo,negativo,sickly
enfermizo,tristeza,sickly
enfermedad,asco,sickness
enfermedad,miedo,sickness
enfermedad,negativo,sickness
enfermedad,tristeza,sickness
firma,confianza,signature
significar,anticipación,signify
seda,positivo,silk
tonto,alegría,silly
tonto,negativo,silly
hervir a fuego lento,enfado,simmer
hervir a fuego lento,anticipación,simmer
cocer a fuego lento,anticipación,simmering
simplificar,anticipación,simplify
simplificar,alegría,simplify
simplificar,positivo,simplify
simplificar,sorpresa,simplify
simplificar,confianza,simplify
pecado,enfado,sin
pecado,asco,sin
pecado,miedo,sin
pecado,negativo,sin
pecado,tristeza,sin
sincero,positivo,sincere
sincero,confianza,sincere
sinceridad,positivo,sincerity
pecaminoso,enfado,sinful
pecaminoso,asco,sinful
pecaminoso,miedo,sinful
pecaminoso,negativo,sinful
pecaminoso,tristeza,sinful
canta,anticipación,sing
canta,alegría,sing
canta,positivo,sing
canta,tristeza,sing
canta,confianza,sing
individualmente,positivo,singly
particularmente,sorpresa,singularly
siniestro,enfado,sinister
siniestro,asco,sinister
siniestro,miedo,sinister
siniestro,negativo,sinister
pecador,enfado,sinner
pecador,asco,sinner
pecador,miedo,sinner
pecador,negativo,sinner
pecador,tristeza,sinner
pecando,asco,sinning
pecando,negativo,sinning
señor,positivo,sir
señor,confianza,sir
sirena,miedo,siren
sirena,negativo,siren
marica,negativo,sissy
hermandad,enfado,sisterhood
hermandad,positivo,sisterhood
hermandad,tristeza,sisterhood
hermandad,sorpresa,sisterhood
hermandad,confianza,sisterhood
chisporrotear,enfado,sizzle
escéptico,negativo,skeptical
incompleto,negativo,sketchy
sesgado,enfado,skewed
sesgado,anticipación,skewed
sesgado,negativo,skewed
patinar,enfado,skid
patinar,miedo,skid
patinar,negativo,skid
patinar,tristeza,skid
experto,positivo,skilled
hábil,positivo,skillful
hábil,confianza,skillful
omitir,negativo,skip
escaramuza,enfado,skirmish
escaramuza,negativo,skirmish
cielo,positivo,sky
flojo,negativo,slack
escoria,negativo,slag
golpe,enfado,slam
golpe,miedo,slam
golpe,negativo,slam
golpe,sorpresa,slam
calumnia,enfado,slander
calumnia,asco,slander
calumnia,negativo,slander
difamatorio,negativo,slanderous
bofetada,enfado,slap
bofetada,negativo,slap
bofetada,sorpresa,slap
barra oblicua,enfado,slash
pizarra,positivo,slate
sacrificio,enfado,slaughter
sacrificio,asco,slaughter
sacrificio,miedo,slaughter
sacrificio,negativo,slaughter
sacrificio,tristeza,slaughter
sacrificio,sorpresa,slaughter
matadero,enfado,slaughterhouse
matadero,asco,slaughterhouse
matadero,miedo,slaughterhouse
matadero,negativo,slaughterhouse
matadero,tristeza,slaughterhouse
sacrificio,enfado,slaughtering
sacrificio,asco,slaughtering
sacrificio,miedo,slaughtering
sacrificio,negativo,slaughtering
sacrificio,tristeza,slaughtering
sacrificio,sorpresa,slaughtering
esclavo,enfado,slave
esclavo,miedo,slave
esclavo,negativo,slave
esclavo,tristeza,slave
esclavitud,enfado,slavery
esclavitud,asco,slavery
esclavitud,miedo,slavery
esclavitud,negativo,slavery
esclavitud,tristeza,slavery
matar,enfado,slay
matar,negativo,slay
asesino,enfado,slayer
asesino,asco,slayer
asesino,miedo,slayer
asesino,negativo,slayer
asesino,tristeza,slayer
asesino,sorpresa,slayer
pulcro,positivo,sleek
aguanieve,negativo,sleet
esbelto,positivo,slender
Delgado,positivo,slim
limo,asco,slime
baboso,asco,slimy
baboso,negativo,slimy
escabullirse,negativo,slink
resbalón,negativo,slip
resbalón,sorpresa,slip
agua sucia,asco,slop
agua sucia,negativo,slop
poco riguroso,asco,sloppy
poco riguroso,negativo,sloppy
perezoso,asco,sloth
perezoso,negativo,sloth
flexible,negativo,slouch
mudar,negativo,slough
lentitud,negativo,slowness
lodo,asco,sludge
lodo,negativo,sludge
babosa,asco,slug
babosa,negativo,slug
lento,negativo,sluggish
lento,tristeza,sluggish
barrio bajo,asco,slum
barrio bajo,negativo,slum
depresión,negativo,slump
depresión,tristeza,slump
calumnia,enfado,slur
calumnia,asco,slur
calumnia,negativo,slur
calumnia,tristeza,slur
fango,asco,slush
fango,negativo,slush
fango,sorpresa,slush
puta,enfado,slut
puta,asco,slut
puta,negativo,slut
astuto,enfado,sly
astuto,asco,sly
astuto,miedo,sly
astuto,negativo,sly
tortazo,enfado,smack
tortazo,negativo,smack
pequeña,negativo,small
aplastar,enfado,smash
aplastar,miedo,smash
aplastar,negativo,smash
colocado,negativo,smashed
noción,negativo,smattering
oler,enfado,smell
oler,asco,smell
oler,negativo,smell
que huele,asco,smelling
que huele,negativo,smelling
sonreír,alegría,smile
sonreír,positivo,smile
sonreír,sorpresa,smile
sonreír,confianza,smile
sonriente,alegría,smiling
sonriente,positivo,smiling
sonrisa afectada,negativo,smirk
herir,enfado,smite
herir,miedo,smite
herir,negativo,smite
herir,tristeza,smite
Herrero,confianza,smith
golpeado,positivo,smitten
fumador,negativo,smoker
suavidad,positivo,smoothness
ahogar,enfado,smother
ahogar,negativo,smother
mancha,negativo,smudge
presumido,negativo,smug
hacer contrabando,miedo,smuggle
hacer contrabando,negativo,smuggle
contrabandista,enfado,smuggler
contrabandista,asco,smuggler
contrabandista,miedo,smuggler
contrabandista,negativo,smuggler
contrabando,negativo,smuggling
tizón,asco,smut
tizón,miedo,smut
tizón,negativo,smut
engancharse,negativo,snag
engancharse,sorpresa,snag
trabas,negativo,snags
serpiente,asco,snake
serpiente,miedo,snake
serpiente,negativo,snake
trampa,miedo,snare
trampa,negativo,snare
gruñido,enfado,snarl
gruñido,asco,snarl
gruñido,negativo,snarl
gruñido,enfado,snarling
gruñido,negativo,snarling
furtivo,enfado,sneak
furtivo,miedo,sneak
furtivo,negativo,sneak
furtivo,sorpresa,sneak
furtivo,anticipación,sneaking
furtivo,miedo,sneaking
furtivo,negativo,sneaking
furtivo,confianza,sneaking
burla,enfado,sneer
burla,asco,sneer
burla,negativo,sneer
estornudar,asco,sneeze
estornudar,negativo,sneeze
estornudar,sorpresa,sneeze
risa disimulada,positivo,snicker
sarcástico,negativo,snide
snob,negativo,snob
bufido,tristeza,snort
empapar,negativo,soak
sollozo,negativo,sob
sollozo,tristeza,sob
sobriedad,positivo,sobriety
sobriedad,confianza,sobriety
sociable,positivo,sociable
socialismo,asco,socialism
socialismo,miedo,socialism
socialista,enfado,socialist
socialista,asco,socialist
socialista,miedo,socialist
socialista,negativo,socialist
socialista,tristeza,socialist
suelo,asco,soil
suelo,negativo,soil
sucio,asco,soiled
sucio,negativo,soiled
consuelo,positivo,solace
soldado,enfado,soldier
soldado,positivo,soldier
soldado,tristeza,soldier
sólido,positivo,solid
solidaridad,confianza,solidarity
solidez,positivo,solidity
solidez,confianza,solidity
solución,positivo,solution
solvencia,positivo,solvency
somático,negativo,somatic
somático,sorpresa,somatic
sombrío,negativo,somber
sombrío,tristeza,somber
sonar,anticipación,sonar
sonar,positivo,sonar
sonata,positivo,sonata
soneto,alegría,sonnet
soneto,positivo,sonnet
soneto,tristeza,sonnet
sonoro,alegría,sonorous
sonoro,positivo,sonorous
Hollín,asco,soot
Hollín,negativo,soot
calmar,positivo,soothe
calmante,alegría,soothing
calmante,positivo,soothing
calmante,confianza,soothing
brujería,anticipación,sorcery
brujería,miedo,sorcery
brujería,negativo,sorcery
brujería,sorpresa,sorcery
sórdido,enfado,sordid
sórdido,asco,sordid
sórdido,miedo,sordid
sórdido,negativo,sordid
sórdido,tristeza,sordid
dolorido,enfado,sore
dolorido,negativo,sore
dolorido,tristeza,sore
pesadamente,negativo,sorely
pesadamente,tristeza,sorely
dolor,asco,soreness
dolor,negativo,soreness
dolor,tristeza,soreness
dolor,miedo,sorrow
dolor,negativo,sorrow
dolor,tristeza,sorrow
triste,negativo,sorrowful
triste,tristeza,sorrowful
clasificador,positivo,sorter
salida,miedo,sortie
salida,negativo,sortie
sin alma,asco,soulless
sin alma,miedo,soulless
sin alma,negativo,soulless
sin alma,tristeza,soulless
alma gemela,miedo,soulmate
alma gemela,negativo,soulmate
solvencia,anticipación,soundness
solvencia,alegría,soundness
solvencia,positivo,soundness
solvencia,confianza,soundness
sopa,positivo,soup
agrio,asco,sour
agrio,negativo,sour
soberano,confianza,sovereign
spa,anticipación,spa
spa,alegría,spa
spa,positivo,spa
spa,sorpresa,spa
spa,confianza,spa
espacioso,positivo,spacious
spaniel,alegría,spaniel
spaniel,positivo,spaniel
spaniel,confianza,spaniel
azotar,enfado,spank
azotar,miedo,spank
azotar,negativo,spank
azotar,tristeza,spank
azotaina,enfado,spanking
brillar,anticipación,sparkle
brillar,alegría,sparkle
brillar,positivo,sparkle
brillar,sorpresa,sparkle
espasmo,miedo,spasm
espasmo,negativo,spasm
freza,enfado,spat
freza,negativo,spat
lanza,enfado,spear
lanza,anticipación,spear
lanza,miedo,spear
lanza,negativo,spear
especial,alegría,special
especial,positivo,special
especialista,confianza,specialist
especializarse,confianza,specialize
metálico,positivo,specie
mota,asco,speck
mota,negativo,speck
espectáculo,negativo,spectacle
espectáculo,positivo,spectacle
espectacular,anticipación,spectacular
espectacular,sorpresa,spectacular
espectro,miedo,specter
espectro,negativo,specter
espectro,tristeza,specter
espectral,negativo,spectral
especulación,miedo,speculation
especulación,negativo,speculation
especulación,tristeza,speculation
especulativo,anticipación,speculative
habla,positivo,speech
rápido,positivo,speedy
ortografía,positivo,spelling
gastado,negativo,spent
arrojar,asco,spew
especia,positivo,spice
araña,asco,spider
araña,miedo,spider
espiga,miedo,spike
espina,enfado,spine
espina,negativo,spine
espina,positivo,spine
solterona,miedo,spinster
solterona,negativo,spinster
solterona,tristeza,spinster
espíritu,positivo,spirit
espíritu,anticipación,spirits
espíritu,alegría,spirits
espíritu,positivo,spirits
espíritu,sorpresa,spirits
escupir,asco,spit
despecho,enfado,spite
despecho,negativo,spite
malévolo,enfado,spiteful
malévolo,negativo,spiteful
chapoteo,sorpresa,splash
espléndido,alegría,splendid
espléndido,positivo,splendid
espléndido,sorpresa,splendid
esplendor,anticipación,splendor
esplendor,alegría,splendor
esplendor,positivo,splendor
esplendor,sorpresa,splendor
astilla,negativo,splinter
división,negativo,split
terrible,negativo,splitting
terrible,tristeza,splitting
mimar,asco,spoil
mimar,negativo,spoil
alerón,negativo,spoiler
alerón,tristeza,spoiler
habló,negativo,spoke
portavoz,confianza,spokesman
esponja,negativo,sponge
patrocinador,positivo,sponsor
patrocinador,confianza,sponsor
espectro,miedo,spook
espectro,negativo,spook
inmaculado,positivo,spotless
inmaculado,confianza,spotless
esposa,alegría,spouse
esposa,positivo,spouse
esposa,confianza,spouse
esguince,negativo,sprain
esguince,tristeza,sprain
juerga,negativo,spree
duende,miedo,sprite
duende,negativo,sprite
picea,positivo,spruce
estimular,miedo,spur
espurio,asco,spurious
espurio,negativo,spurious
chubasco,miedo,squall
chubasco,negativo,squall
chubasco,tristeza,squall
colono usurpador,negativo,squatter
delicado,asco,squeamish
delicado,miedo,squeamish
delicado,negativo,squeamish
aplastar,enfado,squelch
aplastar,asco,squelch
aplastar,negativo,squelch
retorcerse,asco,squirm
retorcerse,negativo,squirm
puñalada,enfado,stab
puñalada,miedo,stab
puñalada,negativo,stab
puñalada,tristeza,stab
puñalada,sorpresa,stab
estable,positivo,stable
estable,confianza,stable
staccato,positivo,staccato
tambalear,sorpresa,stagger
asombroso,negativo,staggering
estancado,negativo,stagnant
estancado,tristeza,stagnant
manchar,asco,stain
manchar,negativo,stain
inoxidable,positivo,stainless
duro,negativo,stale
estancamiento,enfado,stalemate
estancamiento,asco,stalemate
tallo,miedo,stalk
tallo,negativo,stalk
puesto,asco,stall
semental,positivo,stallion
leal,positivo,stalwart
aguante,positivo,stamina
aguante,confianza,stamina
en pie,positivo,standing
punto muerto,enfado,standoff
punto muerto,miedo,standoff
punto muerto,negativo,standoff
parada,enfado,standstill
parada,negativo,standstill
estrella,anticipación,star
estrella,alegría,star
estrella,positivo,star
estrella,confianza,star
curioso,negativo,staring
rígido,negativo,stark
rígido,confianza,stark
luz de las estrellas,positivo,starlight
estrellado,anticipación,starry
estrellado,alegría,starry
estrellado,positivo,starry
comienzo,anticipación,start
asustar,miedo,startle
asustar,negativo,startle
asustar,sorpresa,startle
alarmante,sorpresa,startling
inanición,miedo,starvation
inanición,negativo,starvation
inanición,tristeza,starvation
famélico,negativo,starved
muriendo de hambre,negativo,starving
majestuoso,positivo,stately
declaración,positivo,statement
declaración,confianza,statement
estacionario,negativo,stationary
estadístico,confianza,statistical
estatua,positivo,statue
estatus,positivo,status
firme,positivo,staunch
duela,negativo,stave
firme,positivo,steadfast
firme,confianza,steadfast
estable,sorpresa,steady
estable,confianza,steady
robar,enfado,steal
robar,miedo,steal
robar,negativo,steal
robar,tristeza,steal
robando,asco,stealing
robando,miedo,stealing
robando,negativo,stealing
sigilo,sorpresa,stealth
a hurtadillas,sorpresa,stealthily
cauteloso,anticipación,stealthy
cauteloso,miedo,stealthy
cauteloso,negativo,stealthy
cauteloso,sorpresa,stealthy
estelar,positivo,stellar
estereotipo,negativo,stereotype
esteriotipado,negativo,stereotyped
estéril,negativo,sterile
estéril,tristeza,sterile
esterilidad,negativo,sterility
libra esterlina,enfado,sterling
libra esterlina,anticipación,sterling
libra esterlina,alegría,sterling
libra esterlina,negativo,sterling
libra esterlina,positivo,sterling
libra esterlina,confianza,sterling
popa,negativo,stern
mayordomo,positivo,steward
mayordomo,confianza,steward
pegajoso,asco,sticky
rígido,negativo,stiff
rigidez,negativo,stiffness
sofocar,negativo,stifle
sofocado,enfado,stifled
sofocado,miedo,stifled
sofocado,negativo,stifled
sofocado,tristeza,stifled
estigma,enfado,stigma
estigma,asco,stigma
estigma,miedo,stigma
estigma,negativo,stigma
estigma,tristeza,stigma
nacido muerto,negativo,stillborn
nacido muerto,tristeza,stillborn
quietud,miedo,stillness
quietud,positivo,stillness
quietud,tristeza,stillness
picadura,enfado,sting
picadura,miedo,sting
picadura,negativo,sting
escozor,negativo,stinging
tacaño,enfado,stingy
tacaño,asco,stingy
tacaño,miedo,stingy
tacaño,negativo,stingy
tacaño,tristeza,stingy
hedor,asco,stink
hedor,negativo,stink
maloliente,asco,stinking
maloliente,negativo,stinking
escatimar,miedo,stint
escatimar,negativo,stint
escatimar,tristeza,stint
cepo,negativo,stocks
robado,enfado,stolen
robado,negativo,stolen
estómago,asco,stomach
piedra,enfado,stone
piedra,negativo,stone
drogado,negativo,stoned
heces,asco,stools
heces,negativo,stools
paro,negativo,stoppage
almacenar,anticipación,store
almacenar,positivo,store
tormenta,enfado,storm
tormenta,negativo,storm
asalto,enfado,storming
Tormentoso,miedo,stormy
Tormentoso,negativo,stormy
